name;amaya-old-runtime;amaya-old-result;amaya-new-runtime;amaya-new-result;z3-runtime;z3-result;cvc5-runtime;cvc5-result;lash-runtime;lash-result;princess-result;princess-runtime;yices-runtime;yices-result;amaya-improved-runtime;amaya-improved-result
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1757.smt2;0.25;  unsat;0.19;  unsat;0.0; unsat;0.02; unsat;0.03; sat; unsat;1.04;0.01; unsat;0.16;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2147.smt2;0.22;  unsat;0.23;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.05;0.01; unsat;0.17;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2175.smt2;0.23;  unsat;0.23;  unsat;0.0; unsat;0.01; unsat;0.02; sat; unsat;1.11;0.0; unsat;0.15;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2715.smt2;0.24;  unsat;0.2;  unsat;0.0; unsat;0.01; unsat;0.03; sat; unsat;1.08;0.0; unsat;0.15;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2746.smt2;0.27;  unsat;0.23;  unsat;0.0; unsat;0.02; unsat;0.1; sat; unsat;1.02;0.0; unsat;0.16;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_278.smt2;0.25;  unsat;0.19;  unsat;0.0; unsat;0.01; unsat;0.03; sat; unsat;1.11;0.01; unsat;0.15;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_287.smt2;0.24;  unsat;0.2;  unsat;0.0; unsat;0.0; unsat;0.08; sat; unsat;1.07;0.01; unsat;0.16;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3227.smt2;0.24;  unsat;0.24;  unsat;0.0; unsat;0.0; unsat;0.02; sat; unsat;1.11;0.0; unsat;0.17;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_367.smt2;0.3;  unsat;0.18;  unsat;0.0; unsat;0.03; unsat;0.05; sat; unsat;1.07;0.0; unsat;0.16;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3872.smt2;0.24;  unsat;0.19;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;1.03;0.01; unsat;0.14;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_557.smt2;0.28;  unsat;0.22;  unsat;0.0; unsat;0.0; unsat;0.06; sat; unsat;1.13;0.01; unsat;0.16;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_597.smt2;0.33;  unsat;0.25;  unsat;0.0; unsat;0.03; unsat;0.08; sat; unsat;1.04;0.01; unsat;0.15;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_73.smt2;0.25;  unsat;0.19;  unsat;0.0; unsat;0.01; unsat;0.0; sat; unsat;1.02;0.0; unsat;0.16;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_847.smt2;0.24;  unsat;0.23;  unsat;0.0; unsat;0.0; unsat;0.01; sat; unsat;0.98;0.0; unsat;0.14;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_874.smt2;0.26;  unsat;0.19;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;0.94;0.01; unsat;0.13;  unsat
../formulae/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_876.smt2;0.27;  unsat;0.24;  unsat;0.0; unsat;0.01; unsat;0.01; sat; unsat;0.9;0.01; unsat;0.16;  unsat
