name;amaya-old-runtime;amaya-old-result;amaya-new-runtime;amaya-new-result;z3-runtime;z3-result;cvc5-runtime;cvc5-result;princess-runtime;princess-result;lash-runtime;lash-result;yices-runtime;yices-result;amaya-improved-result;amaya-improved-runtime
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_10.smt2;4.28;  sat;14.58;  sat;0.02; sat;0.08; sat;47.39; sat;TO;TO;0.02; sat;  sat;10.09
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_11.smt2;3.29;  sat;5.59;  sat;0.02; sat;0.11; sat;27.45; sat;TO;TO;0.02; sat;  sat;3.11
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_12.smt2;3.2;  sat;5.91;  sat;0.03; sat;0.18; sat;28.37; sat;TO;TO;0.01; sat;  sat;3.19
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_13.smt2;TO;TO;TO;TO;0.03; unsat;0.19; unsat;22.89; unsat;TO;TO;0.1; unsat;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_2.smt2;3.12;  unsat;10.67;  unsat;0.03; unsat;0.1; unsat;4.47; unsat;43.78; sat;TO;TO;  unsat;7.22
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_3.smt2;2.64;  sat;10.08;  sat;0.0; sat;0.04; sat;21.56; sat;56.73; sat;43.79; sat;  sat;8.0
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_4.smt2;TO;TO;9.91;  sat;0.11; sat;0.09; sat;19.62; sat;TO;TO;0.04; sat;  sat;7.76
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_5.smt2;TO;TO;0.86;  unsat;0.02; unsat;0.05; unsat;45.14; unsat;48.45; sat;0.03; unsat;  unsat;1.23
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_6.smt2;2.08;  sat;3.42;  sat;0.01; sat;0.06; sat;22.51; sat;TO;TO;0.01; sat;  sat;3.26
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_7.smt2;3.88;  sat;13.37;  sat;0.04; sat;0.08; sat;40.76; sat;TO;TO;0.01; sat;  sat;10.36
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_8.smt2;1.89;  unsat;3.85;  unsat;0.01; unsat;0.04; unsat;4.87; unsat;TO;TO;TO;TO;  unsat;3.11
../formulae/20190429-UltimateAutomizerSvcomp2019/Problem18_label34_false-unreach-call.c_9.smt2;1.81;  unsat;3.04;  unsat;0.01; unsat;0.05; unsat;5.43; unsat;TO;TO;TO;TO;  unsat;3.19
../formulae/20190429-UltimateAutomizerSvcomp2019/byte_add_1_true-unreach-call_true-no-overflow_true-termination.i_0.smt2;0.18;  sat;0.17;  sat;0.0; sat;0.01; sat;33.98; sat;0.05; sat;0.0; sat;  sat;0.16
../formulae/20190429-UltimateAutomizerSvcomp2019/byte_add_1_true-unreach-call_true-no-overflow_true-termination.i_1.smt2;0.16;  sat;0.14;  sat;0.0; sat;0.01; sat;33.68; sat;0.07; sat;0.01; sat;  sat;0.18
../formulae/20190429-UltimateAutomizerSvcomp2019/byte_add_1_true-unreach-call_true-no-overflow_true-termination.i_2.smt2;0.33;  sat;0.29;  sat;0.0; sat;0.03; sat;35.01; sat;0.11; sat;0.01; sat;  sat;0.16
../formulae/20190429-UltimateAutomizerSvcomp2019/byte_add_1_true-unreach-call_true-no-overflow_true-termination.i_3.smt2;0.29;  sat;0.26;  sat;0.0; sat;0.02; sat;33.41; sat;0.06; sat;0.01; sat;  sat;0.16
../formulae/20190429-UltimateAutomizerSvcomp2019/implicitunsignedconversion_true-unreach-call_true-termination.c_0.smt2;0.35;  sat;0.38;  sat;0.01; sat;0.02; sat;TO;TO;ERR;ERR;0.03; sat;  sat;0.21
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_0.smt2;0.73;  sat;0.4;  sat;0.01; sat;0.03; sat;1.32; sat;ERR;ERR;0.02; sat;  sat;0.22
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_1.smt2;0.28;  unsat;0.29;  unsat;0.01; unsat;0.03; unsat;1.33; unsat;0.01; sat;TO;TO;  unsat;0.16
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_10.smt2;0.3;  unsat;0.28;  unsat;0.0; unsat;0.04; unsat;1.22; unsat;0.01; sat;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_11.smt2;0.32;  unsat;0.24;  unsat;0.0; unsat;0.04; unsat;1.24; unsat;0.0; sat;TO;TO;  unsat;0.14
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_12.smt2;0.3;  unsat;0.26;  unsat;0.0; unsat;0.04; unsat;1.16; unsat;0.01; sat;TO;TO;  unsat;0.16
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_13.smt2;0.31;  unsat;0.27;  unsat;0.01; unsat;0.05; unsat;1.06; unsat;0.01; sat;TO;TO;  unsat;0.16
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_14.smt2;0.25;  unsat;0.22;  unsat;0.01; unsat;0.03; unsat;1.12; unsat;0.01; sat;TO;TO;  unsat;0.14
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_16.smt2;1.53;  sat;0.27;  sat;0.0; sat;0.03; sat;1.12; sat;ERR;ERR;0.05; sat;  sat;0.2
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_17.smt2;1.51;  unsat;0.22;  unsat;0.01; unsat;0.03; unsat;1.24; unsat;ERR;ERR;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_18.smt2;1.7;  unsat;0.19;  unsat;0.01; unsat;0.02; unsat;1.22; unsat;ERR;ERR;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_19.smt2;5.91;  sat;0.41;  sat;0.01; sat;0.02; sat;1.12; sat;ERR;ERR;0.16; sat;  sat;0.2
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_2.smt2;0.64;  unsat;0.18;  unsat;0.02; unsat;0.04; unsat;1.27; unsat;ERR;ERR;TO;TO;  unsat;0.16
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_20.smt2;6.87;  unsat;0.36;  unsat;0.01; unsat;0.04; unsat;1.39; unsat;ERR;ERR;TO;TO;  unsat;0.14
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_21.smt2;6.85;  unsat;0.32;  unsat;0.02; unsat;0.02; unsat;1.32; unsat;ERR;ERR;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_22.smt2;7.41;  unsat;0.31;  unsat;0.1; unsat;0.04; unsat;1.32; unsat;ERR;ERR;TO;TO;  unsat;0.16
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_23.smt2;8.0;  unsat;0.32;  unsat;0.01; unsat;0.06; unsat;1.33; unsat;ERR;ERR;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_24.smt2;6.68;  sat;0.36;  sat;0.01; sat;0.02; sat;1.05; sat;ERR;ERR;0.09; sat;  sat;0.22
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_25.smt2;14.42;  unsat;0.44;  unsat;0.01; unsat;0.01; unsat;1.61; unsat;ERR;ERR;TO;TO;  unsat;0.2
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_3.smt2;0.16;  unsat;0.16;  unsat;0.0; unsat;0.02; unsat;1.13; unsat;0.01; sat;TO;TO;  unsat;0.14
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_4.smt2;0.15;  unsat;0.17;  unsat;0.0; unsat;0.01; unsat;1.0; unsat;0.0; sat;TO;TO;  unsat;0.16
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_5.smt2;0.19;  unsat;0.17;  unsat;0.0; unsat;0.01; unsat;1.04; unsat;0.0; sat;TO;TO;  unsat;0.17
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_6.smt2;0.16;  unsat;0.19;  unsat;0.01; unsat;0.01; unsat;1.01; unsat;0.0; sat;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_7.smt2;0.15;  unsat;0.16;  unsat;0.0; unsat;0.03; unsat;1.08; unsat;0.01; sat;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_8.smt2;0.19;  unsat;0.17;  unsat;0.0; unsat;0.03; unsat;1.05; unsat;0.0; sat;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_2_true-unreach-call_true-no-overflow_false-termination.i_9.smt2;0.23;  unsat;0.2;  unsat;0.01; unsat;0.02; unsat;1.12; unsat;0.01; sat;TO;TO;  unsat;0.14
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_0.smt2;3.91;  unsat;0.57;  unsat;0.0; unsat;0.01; unsat;1.03; unsat;ERR;ERR;TO;TO;  unsat;0.19
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_1.smt2;4.38;  unsat;0.49;  unsat;0.0; unsat;0.02; unsat;1.33; unsat;ERR;ERR;TO;TO;  unsat;0.18
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_10.smt2;TO;TO;TO;TO;TO;TO;0.07; unsat;1.67; unsat;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_11.smt2;TO;TO;TO;TO;0.04; unsat;0.02; unsat;1.23; unsat;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_12.smt2;0.2;  unsat;0.19;  unsat;0.0; unsat;0.02; unsat;1.02; unsat;0.03; sat;TO;TO;  unsat;0.21
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_13.smt2;0.16;  unsat;0.15;  unsat;0.02; unsat;0.02; unsat;1.29; unsat;ERR;ERR;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_14.smt2;0.22;  unsat;0.19;  unsat;0.01; unsat;0.03; unsat;1.09; unsat;0.03; sat;TO;TO;  unsat;0.21
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_15.smt2;0.22;  unsat;0.21;  unsat;0.01; unsat;0.03; unsat;1.1; unsat;0.03; sat;TO;TO;  unsat;0.21
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_16.smt2;TO;TO;TO;TO;TO;TO;0.06; unsat;1.51; unsat;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_17.smt2;TO;TO;TO;TO;TO;TO;TO;TO;1.4; unsat;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_18.smt2;8.05;  unsat;0.64;  unsat;1.05; unsat;0.48; unsat;1.33; unsat;ERR;ERR;TO;TO;  unsat;0.24
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_2.smt2;0.18;  unsat;0.17;  unsat;0.01; unsat;0.01; unsat;1.01; unsat;0.01; sat;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_3.smt2;6.83;  unsat;0.58;  unsat;TO;TO;0.01; unsat;1.57; unsat;ERR;ERR;TO;TO;  unsat;0.19
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_4.smt2;6.44;  unsat;0.58;  unsat;TO;TO;0.01; unsat;1.24; unsat;ERR;ERR;TO;TO;  unsat;0.22
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_5.smt2;6.08;  unsat;2.98;  unsat;TO;TO;TO;TO;1.28; unsat;ERR;ERR;TO;TO;  unsat;2.87
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_6.smt2;5.87;  unsat;2.86;  unsat;TO;TO;TO;TO;1.3; unsat;ERR;ERR;TO;TO;  unsat;2.72
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_7.smt2;16.64;  sat;4.33;  sat;0.0; sat;TO;TO;1.22; sat;ERR;ERR;TO;TO;  sat;4.16
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_8.smt2;TO;TO;TO;TO;TO;TO;0.07; unsat;1.56; unsat;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_9.smt2;TO;TO;TO;TO;6.27; unsat;0.07; unsat;1.38; unsat;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_0.smt2;TO;TO;TO;TO;0.0; unsat;0.03; unsat;1.15; unsat;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_1.smt2;TO;TO;TO;TO;TO;TO;0.2; unsat;1.39; unsat;ERR;ERR;TO;TO;TO;TO
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_10.smt2;TO;TO;0.14;  unsat;0.0; unsat;0.03; unsat;1.1; unsat;TO;TO;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_11.smt2;TO;TO;0.14;  unsat;0.0; unsat;TO;TO;1.08; unsat;ERR;ERR;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_12.smt2;TO;TO;20.66;  unsat;TO;TO;0.06; unsat;1.32; unsat;ERR;ERR;TO;TO;  unsat;0.13
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_13.smt2;TO;TO;20.74;  unsat;TO;TO;0.05; unsat;1.25; unsat;ERR;ERR;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_14.smt2;TO;TO;TO;TO;TO;TO;0.07; unsat;1.19; unsat;ERR;ERR;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_15.smt2;TO;TO;TO;TO;TO;TO;0.06; unsat;1.2; unsat;ERR;ERR;TO;TO;  unsat;0.14
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_16.smt2;TO;TO;TO;TO;TO;TO;0.08; unsat;1.2; unsat;ERR;ERR;TO;TO;  unsat;0.13
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_17.smt2;TO;TO;TO;TO;TO;TO;0.07; unsat;1.18; unsat;ERR;ERR;TO;TO;  unsat;0.14
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_18.smt2;TO;TO;TO;TO;0.1; sat;0.04; sat;1.12; sat;ERR;ERR;TO;TO;  sat;1.08
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_2.smt2;TO;TO;0.15;  unsat;0.01; unsat;0.02; unsat;1.05; unsat;TO;TO;TO;TO;  unsat;0.13
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_3.smt2;TO;TO;0.13;  unsat;0.01; unsat;0.02; unsat;1.01; unsat;TO;TO;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_4.smt2;TO;TO;0.14;  unsat;0.01; unsat;0.02; unsat;0.93; unsat;TO;TO;TO;TO;  unsat;0.14
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_5.smt2;TO;TO;0.14;  unsat;0.01; unsat;0.03; unsat;1.13; unsat;TO;TO;TO;TO;  unsat;0.16
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_6.smt2;TO;TO;0.16;  unsat;TO;TO;0.02; unsat;1.01; unsat;ERR;ERR;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_7.smt2;TO;TO;0.15;  unsat;0.01; unsat;0.02; unsat;1.07; unsat;ERR;ERR;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_8.smt2;TO;TO;0.14;  unsat;0.01; unsat;0.03; unsat;1.07; unsat;TO;TO;TO;TO;  unsat;0.12
../formulae/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_9.smt2;TO;TO;0.16;  unsat;0.01; unsat;0.03; unsat;1.09; unsat;ERR;ERR;TO;TO;  unsat;0.15
../formulae/20190429-UltimateAutomizerSvcomp2019/pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c_1.smt2;0.5;  sat;0.27;  sat;0.0; sat;0.02; sat;2.53; sat;TO;TO;0.03; sat;  sat;0.26
../formulae/20190429-UltimateAutomizerSvcomp2019/s3_srvr_2_true-unreach-call_true-no-overflow_false-termination.BV.c.cil.c_0.smt2;0.16;  sat;0.14;  sat;0.01; sat;0.01; sat;0.9; sat;0.04; sat;0.0; sat;  sat;0.13
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_0.smt2;2.87;  sat;0.48;  sat;0.15; sat;3.44; sat;TO;TO;ERR;ERR;0.07; sat;  sat;0.25
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_1.smt2;4.4;  sat;3.16;  sat;0.04; sat;TO;TO;4.47; sat;ERR;ERR;0.04; sat;  sat;2.58
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_10.smt2;6.4;  unsat;5.02;  unsat;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;  unsat;4.45
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_11.smt2;6.83;  unsat;5.08;  unsat;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;  unsat;4.41
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_2.smt2;11.53;  unsat;9.99;  unsat;0.46; unsat;0.29; unsat;7.51; unsat;ERR;ERR;0.05; unsat;  unsat;8.32
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_3.smt2;16.79;  sat;11.54;  sat;TO;TO;TO;TO;TO;TO;ERR;ERR;0.32; sat;  sat;11.18
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_4.smt2;9.83;  unsat;8.11;  unsat;TO;TO;0.08; unsat;TO;TO;ERR;ERR;1.34; unsat;  unsat;7.75
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_5.smt2;11.31;  unsat;7.95;  unsat;TO;TO;TO;TO;TO;TO;ERR;ERR;1.5; unsat;  unsat;6.56
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_6.smt2;13.81;  sat;14.03;  sat;TO;TO;TO;TO;TO;TO;ERR;ERR;0.24; sat;  sat;11.6
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_7.smt2;8.61;  unsat;7.1;  unsat;TO;TO;0.05; unsat;TO;TO;ERR;ERR;1.86; unsat;  unsat;6.7
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_8.smt2;5.8;  unsat;6.39;  unsat;TO;TO;5.74; unsat;TO;TO;ERR;ERR;7.25; unsat;  unsat;4.42
../formulae/20190429-UltimateAutomizerSvcomp2019/verisec_sendmail__tTflag_arr_one_loop_false-unreach-call_true-termination.i_9.smt2;6.51;  unsat;6.75;  unsat;TO;TO;TO;TO;TO;TO;ERR;ERR;1.76; unsat;  unsat;4.89
